loan_id|bought_home_before|credit_score|dti|is_insured|ltv|multi_borrowers|orig_rate|prop_type|purpose|state|delq
F106Q1306474|1|785|28|0|55|0|5.875|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1306475|1|723|45|0|80|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306476|1|714|32|0|80|0|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1306477|1|751|37|0|58|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306478|1|787|47|0|12|1|5.75|Planned unit development|No cash-out refinance|others|0
F106Q1306479|0|809|23|0|39|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1306480|1|774|45|0|26|0|5.75|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1306481|1|752|32|0|80|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306482|1|790|20|0|42|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306483|0|699|38|0|22|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1306484|1|800|24|0|29|0|5.875|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1306485|1|787|21|0|10|1|5.875|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1306658|1|613|20|0|64|1|5.375|1-4 Fee simple|Cash-out refinance|PR|1
F106Q1306659|1|678|19|0|17|1|5.875|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306666|1|605|42|0|60|1|5.375|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306668|1|783|36|0|75|1|5.0|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306669|1|738|30|0|42|1|5.75|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306670|1|784|62|0|33|0|6.125|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306673|1|686|40|0|49|1|5.75|1-4 Fee simple|Cash-out refinance|PR|1
F106Q1306680|1|773|30|0|79|0|5.75|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1306944|1|759|35|0|35|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1306945|1|747|22|0|48|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306946|1|812|17|0|26|0|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1306947|1|753|22|0|40|0|6.0|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1306948|1|775|27|0|16|0|5.875|Planned unit development|Purchase|GA|0
F106Q1306949|1|693|30|0|79|0|6.0|1-4 Fee simple|Purchase|TN|1
F106Q1306950|1|731|47|0|20|0|6.0|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1306951|1|720|28|0|16|1|6.0|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1306952|1|758|54|0|80|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306953|1|705|25|0|45|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306954|1|686|48|0|37|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306955|1|808|10|0|19|1|5.875|Planned unit development|Cash-out refinance|others|0
F106Q1306956|1|716|37|0|80|0|6.0|Condo|Cash-out refinance|others|0
F106Q1306957|1|694|45|0|65|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306958|1|816|26|0|12|0|5.875|1-4 Fee simple|No cash-out refinance|GA|0
F106Q1306959|1|801|15|0|52|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1306960|1|780|24|0|45|1|6.25|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1306961|1|713|10|0|39|1|6.875|Manufactured housing|No cash-out refinance|GA|0
F106Q1307003|1|690|55|0|20|0|6.625|Planned unit development|Purchase|others|0
F106Q1307076|1|809|36|0|24|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1307078|1|699|39|0|50|0|6.0|Condo|No cash-out refinance|others|0
F106Q1307792|1|770|65|0|27|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308532|1|783|32|0|16|0|5.0|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1308536|1|767|50|0|29|0|5.0|1-4 Fee simple|Cash-out refinance|PR|0
F106Q1308557|0|754|34|0|57|1|5.5|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1308558|0|690|28|0|35|0|5.5|Planned unit development|No cash-out refinance|others|0
F106Q1308559|1|784|50|0|80|0|5.375|1-4 Fee simple|Purchase|TN|1
F106Q1308560|1|805|33|0|27|1|5.5|Condo|Purchase|others|0
F106Q1308561|0|689|49|0|42|1|5.5|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1308562|0|797|16|0|51|1|6.125|1-4 Fee simple|No cash-out refinance|FL|0
F106Q1308563|0|715|46|0|62|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308564|0|692|38|0|80|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308565|0|747|7|0|18|1|6.125|1-4 Fee simple|No cash-out refinance|MN|0
F106Q1308566|0|627|30|0|69|1|5.875|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1308567|0|715|55|0|49|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308568|0|804|55|0|61|1|6.0|Planned unit development|No cash-out refinance|others|0
F106Q1308569|0|789|14|0|45|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308570|0|732|17|0|32|0|6.0|1-4 Fee simple|No cash-out refinance|CA|1
F106Q1308571|0|786|31|0|32|1|5.875|1-4 Fee simple|Purchase|CO|0
F106Q1308572|0|827|13|0|48|0|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308573|0|706|12|0|32|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308574|0|675|32|0|27|0|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308575|0|639|16|0|48|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308576|0|661|15|0|69|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308577|0|748|51|0|20|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308578|0|734|24|0|21|1|6.375|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308579|0|796|13|0|45|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308580|0|744|17|0|8|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308581|0|629|56|0|48|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308583|0|604|41|0|50|0|6.25|Co-op|No cash-out refinance|NY|0
F106Q1308584|0|784|17|0|28|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308585|0|690|12|0|35|1|6.25|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1308586|0|753|8|0|77|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308587|0|808|27|0|6|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308588|0|808|11|0|69|1|6.25|Planned unit development|No cash-out refinance|others|0
F106Q1308589|0|749|10|0|54|1|6.25|1-4 Fee simple|No cash-out refinance|MN|0
F106Q1308590|0|734|43|0|56|1|6.25|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308591|0|674|11|0|76|1|6.25|1-4 Fee simple|No cash-out refinance|MN|0
F106Q1308592|0|680|8|0|56|0|6.25|1-4 Fee simple|No cash-out refinance|MN|0
F106Q1308593|0|706|48|0|40|0|6.25|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308594|0|736|10|0|58|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308595|0|786|1|0|42|0|6.25|1-4 Fee simple|No cash-out refinance|CA|0
F106Q1308596|0|769|6|0|48|1|6.25|Condo|No cash-out refinance|others|0
F106Q1308597|0|827|12|0|60|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308598|0|613|10|0|67|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308599|0|768|15|0|64|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308600|0|698|11|0|56|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308601|0|713|999|0|30|1|6.25|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1308602|0|797|19|0|57|1|6.25|1-4 Fee simple|No cash-out refinance|FL|0
F106Q1308603|0|814|8|0|65|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308604|0|767|15|0|64|1|6.25|Planned unit development|Cash-out refinance|others|0
F106Q1308605|0|751|34|0|39|0|6.25|1-4 Fee simple|Cash-out refinance|CO|0
F106Q1308606|0|730|33|0|68|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308607|0|580|7|0|60|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308608|0|819|12|0|49|1|6.25|1-4 Fee simple|No cash-out refinance|AL|0
F106Q1308609|0|719|13|0|52|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308610|0|788|10|0|40|1|6.25|1-4 Fee simple|No cash-out refinance|MN|0
F106Q1308611|0|727|6|0|58|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308612|0|738|6|0|34|1|6.25|1-4 Fee simple|No cash-out refinance|others|1
F106Q1308613|0|605|54|0|62|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308614|0|791|63|0|47|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308615|0|682|6|0|26|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308616|0|781|21|0|18|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308617|0|805|4|0|33|1|6.25|1-4 Fee simple|No cash-out refinance|AL|0
F106Q1308618|0|810|3|0|23|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308619|0|746|8|0|59|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308620|0|761|15|0|41|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308621|0|736|8|0|53|1|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308622|0|775|24|0|28|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308623|0|772|21|0|80|1|6.375|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1308624|0|795|15|0|36|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308625|0|620|21|0|38|1|6.375|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1308626|0|809|15|0|49|0|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308627|0|668|18|0|29|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308628|0|675|7|0|70|1|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308629|0|751|32|0|38|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308630|0|764|20|0|39|0|6.5|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308631|1|795|21|1|95|1|6.375|Manufactured housing|Purchase|AL|0
F106Q1308632|0|794|17|0|22|1|6.375|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1308633|0|800|26|0|46|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308634|0|686|47|0|60|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308635|0|785|27|0|20|0|6.375|Condo|Cash-out refinance|FL|0
F106Q1308636|0|774|62|0|55|1|6.375|Planned unit development|Cash-out refinance|others|0
F106Q1308637|0|756|32|0|43|1|6.375|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1308638|0|783|57|0|59|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308639|0|765|23|0|37|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308640|0|655|24|0|56|0|6.375|1-4 Fee simple|Cash-out refinance|others|1
F106Q1308641|0|684|28|0|14|0|6.375|Condo|No cash-out refinance|FL|0
F106Q1308642|0|735|55|0|53|1|6.375|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1308643|0|787|13|0|36|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308644|0|762|28|0|62|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308645|0|652|35|0|41|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308646|0|782|20|0|16|1|6.375|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1308647|0|767|30|0|65|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308648|0|800|12|0|19|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308649|0|771|20|0|43|1|6.375|Planned unit development|Cash-out refinance|others|0
F106Q1308650|0|774|33|0|29|1|6.375|1-4 Fee simple|No cash-out refinance|FL|0
F106Q1308651|0|773|8|1|84|0|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308652|0|652|32|1|86|1|6.375|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308653|0|714|7|0|47|1|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308654|0|811|16|0|14|1|6.375|1-4 Fee simple|No cash-out refinance|CA|0
F106Q1308655|0|797|5|0|36|1|6.5|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308656|0|666|14|0|37|1|6.5|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1308657|0|792|17|0|34|1|6.375|1-4 Fee simple|Cash-out refinance|CO|0
F106Q1308658|0|748|32|0|18|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308659|0|632|25|0|32|1|6.375|1-4 Fee simple|No cash-out refinance|NY|1
F106Q1308660|0|730|46|0|32|0|6.375|Planned unit development|Cash-out refinance|FL|0
F106Q1308661|0|797|22|0|48|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308662|0|783|28|0|17|1|6.375|Planned unit development|Cash-out refinance|FL|0
F106Q1308663|0|786|49|0|20|1|6.375|1-4 Fee simple|No cash-out refinance|WI|0
F106Q1308664|0|792|1|0|65|1|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308665|0|763|13|0|20|1|6.375|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1308666|0|736|50|0|35|1|6.5|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308667|0|631|38|0|32|1|6.375|Planned unit development|Cash-out refinance|CA|0
F106Q1308668|0|745|55|0|62|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308669|0|688|18|0|44|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308670|0|735|49|0|50|0|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308671|0|802|17|0|59|0|6.375|1-4 Fee simple|No cash-out refinance|AL|0
F106Q1308672|0|674|39|0|68|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1308673|0|805|17|0|44|1|6.375|Planned unit development|Cash-out refinance|others|0
F106Q1308674|0|758|999|0|23|0|6.375|Condo|No cash-out refinance|FL|0
F106Q1308675|0|750|50|0|57|0|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1308676|0|711|48|0|63|0|6.375|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1310382|1|762|38|0|43|1|5.375|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1310383|1|749|43|0|23|1|5.375|Planned unit development|Cash-out refinance|others|0
F106Q1310384|1|788|55|0|12|1|5.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310385|1|793|17|0|69|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310386|1|792|24|0|44|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310387|1|771|46|0|58|1|5.125|Planned unit development|Cash-out refinance|FL|0
F106Q1310388|1|798|38|0|44|1|5.125|Planned unit development|Purchase|others|0
F106Q1310389|1|683|57|0|31|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310568|1|793|26|0|28|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310645|1|732|32|0|52|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310646|1|715|10|0|18|0|5.75|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310647|1|798|26|0|37|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1310648|1|770|20|0|42|0|5.75|Co-op|Cash-out refinance|NY|0
F106Q1310649|1|771|23|0|10|1|6.0|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1310650|1|740|57|0|62|0|6.125|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1310651|1|782|51|0|24|0|6.125|1-4 Fee simple|No cash-out refinance|GA|0
F106Q1310652|1|768|33|0|39|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310653|1|780|28|0|80|0|6.125|1-4 Fee simple|Purchase|others|0
F106Q1310654|1|734|16|0|31|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310655|1|804|20|0|68|1|6.125|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1310656|1|801|20|0|23|1|5.5|Planned unit development|No cash-out refinance|GA|0
F106Q1310657|1|743|32|0|39|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310658|1|644|38|0|58|1|5.875|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1310659|1|612|26|0|42|0|5.75|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310660|1|674|45|0|70|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310661|1|788|27|0|49|1|5.5|1-4 Fee simple|No cash-out refinance|LA|0
F106Q1310662|1|753|17|0|34|0|5.875|Planned unit development|No cash-out refinance|others|0
F106Q1310663|1|704|37|0|50|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1310664|1|714|22|0|25|0|5.875|1-4 Fee simple|No cash-out refinance|FL|1
F106Q1310665|1|786|11|0|42|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310666|1|788|54|0|46|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310667|1|722|50|0|28|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310668|1|737|28|0|79|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310669|1|809|45|0|9|0|5.625|Co-op|No cash-out refinance|NY|0
F106Q1310670|1|779|41|1|89|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310671|1|603|63|0|34|0|5.875|1-4 Fee simple|No cash-out refinance|AL|0
F106Q1310672|1|811|48|0|43|1|5.875|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1310673|1|713|46|0|21|1|5.625|Co-op|No cash-out refinance|NY|0
F106Q1310674|1|712|36|0|43|0|5.5|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1310675|1|658|43|0|48|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310676|1|706|23|0|34|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310677|1|790|33|0|63|0|5.375|Planned unit development|Purchase|GA|0
F106Q1310678|1|741|53|0|58|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310679|1|746|20|0|79|0|5.75|1-4 Fee simple|Cash-out refinance|LA|0
F106Q1310680|1|782|41|0|41|1|5.875|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310681|1|806|26|0|26|0|5.875|Planned unit development|Cash-out refinance|FL|0
F106Q1310682|1|781|49|0|26|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310683|1|791|34|0|56|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310684|1|805|20|0|80|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1310685|1|789|23|0|65|0|5.375|1-4 Fee simple|Purchase|others|0
F106Q1310686|1|730|23|0|62|1|5.75|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1310687|1|808|25|0|58|0|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310688|1|728|35|0|60|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310689|1|795|45|0|55|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310690|1|660|19|0|57|1|5.875|Condo|No cash-out refinance|others|0
F106Q1310691|1|699|55|0|47|0|5.75|Planned unit development|Cash-out refinance|GA|0
F106Q1310692|1|599|23|0|47|1|5.875|1-4 Fee simple|Cash-out refinance|GA|1
F106Q1310693|1|663|30|0|30|1|5.875|Planned unit development|No cash-out refinance|others|0
F106Q1310694|1|742|60|0|30|1|5.875|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310695|1|771|35|0|17|0|5.875|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1310696|1|758|18|0|65|1|5.75|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1310697|1|792|14|0|39|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310698|1|678|36|0|39|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310699|1|724|40|0|43|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310700|1|755|32|0|56|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310701|1|758|44|0|51|0|6.25|1-4 Fee simple|No cash-out refinance|CA|0
F106Q1310702|1|689|21|0|44|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310703|1|799|22|0|62|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310704|1|635|19|0|77|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310705|1|793|22|0|20|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310706|1|798|55|0|48|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310707|1|714|34|0|44|1|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310708|1|799|13|0|15|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310709|1|786|27|0|35|1|6.25|Planned unit development|Purchase|FL|0
F106Q1310710|1|808|30|0|37|1|6.25|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1310711|1|774|24|0|18|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1310712|1|743|60|0|69|1|6.125|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310713|1|783|41|0|28|0|6.125|Planned unit development|Cash-out refinance|FL|0
F106Q1310714|1|729|37|0|42|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310715|1|804|50|0|60|0|6.0|Co-op|Purchase|NY|0
F106Q1310716|1|577|27|0|33|1|6.0|Planned unit development|No cash-out refinance|FL|0
F106Q1310717|1|808|23|0|14|0|6.0|Condo|Cash-out refinance|FL|0
F106Q1310718|1|757|23|0|36|1|6.0|1-4 Fee simple|Cash-out refinance|LA|0
F106Q1310719|1|709|51|0|68|0|6.0|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1310720|1|732|17|0|46|1|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310721|1|752|11|0|32|1|6.125|1-4 Fee simple|Cash-out refinance|CO|0
F106Q1310722|1|757|30|1|90|0|6.0|1-4 Fee simple|Cash-out refinance|others|1
F106Q1310723|1|783|16|0|53|1|6.0|1-4 Fee simple|Purchase|others|0
F106Q1310724|1|715|27|1|86|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310725|1|661|33|0|73|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310726|1|727|30|0|34|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310727|1|756|35|0|25|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310728|1|773|41|0|31|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310729|1|300|27|0|35|1|6.0|1-4 Fee simple|No cash-out refinance|FL|0
F106Q1310730|1|771|23|0|40|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310731|1|753|39|0|43|0|6.125|1-4 Fee simple|No cash-out refinance|CO|0
F106Q1310732|1|666|33|0|58|1|6.0|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1310733|0|770|29|0|26|0|6.125|Planned unit development|Purchase|others|0
F106Q1310734|1|772|20|0|80|0|6.125|Planned unit development|Purchase|others|0
F106Q1310735|1|736|48|0|63|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310736|1|776|27|0|36|1|6.0|1-4 Fee simple|No cash-out refinance|LA|0
F106Q1310737|1|759|15|0|35|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310738|1|300|12|0|68|1|6.125|Condo|No cash-out refinance|CA|0
F106Q1310739|1|611|26|0|64|0|6.625|1-4 Fee simple|Purchase|others|0
F106Q1310740|1|755|25|1|86|0|6.625|1-4 Fee simple|Purchase|others|0
F106Q1310741|1|737|30|0|63|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310742|1|700|64|1|90|1|6.375|1-4 Fee simple|Purchase|others|0
F106Q1310743|1|742|30|0|61|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310744|1|805|38|0|43|0|6.625|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1310745|1|640|11|0|43|0|6.25|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1310746|1|679|32|0|64|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310747|1|690|21|0|58|1|6.25|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1310748|1|754|24|0|52|1|6.25|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1310752|1|613|42|0|67|1|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310753|1|754|56|0|65|0|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310754|1|741|55|0|43|0|6.75|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1310755|1|682|33|0|23|1|6.625|Condo|Purchase|others|0
F106Q1310756|1|648|37|0|70|0|6.375|Condo|No cash-out refinance|others|0
F106Q1310757|1|787|21|0|40|1|6.5|Condo|Purchase|others|0
F106Q1310758|1|781|45|0|49|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310759|1|686|999|0|70|0|6.5|1-4 Fee simple|No cash-out refinance|others|1
F106Q1310760|1|802|14|0|80|0|6.875|1-4 Fee simple|Purchase|others|0
F106Q1310761|1|706|11|0|56|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310762|1|741|40|0|52|1|6.5|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1310911|1|621|37|0|48|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310920|1|712|18|0|27|0|6.125|1-4 Fee simple|Purchase|WI|0
F106Q1310921|1|624|53|0|80|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1310922|1|811|40|0|70|1|6.125|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1310923|1|791|15|0|15|1|5.875|Planned unit development|Purchase|others|0
F106Q1311245|1|766|28|0|41|1|5.5|Planned unit development|Cash-out refinance|GA|0
F106Q1311558|1|753|38|1|85|0|6.5|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1311559|1|673|38|1|85|0|6.75|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1311560|1|780|33|0|69|1|6.75|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1311561|1|677|37|0|80|0|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1311562|1|639|36|0|69|1|6.5|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1311586|1|791|32|0|44|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1311589|1|711|42|0|74|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
